doc_id,ocr_tokens,correct_tokens,labels
3,advocacy,aaterials,1
3,aaterlals,to,1
3,to,state,1
3,1,industry,1
3,dustry,groups.,1
3,:1,tives,1
3,es,and,1
3,and,fulfill,1
3,Eulflll,the-,1
3,tbs?,needs,1
3,needs,of,1
3,of,our,1
3,our,industry,1
3,1ndustry,in,1
3,1n,having,1
3,havlng,reason­,1
3,ab,able,1
3,e,controls,1
3,controls,on,1
3,on,workplace,1
3,workplace,practices.,1
3,Ja,January,1
3,nary,"10,",1
3,"10,",1983,1
3,co,consolidate,1
3,solldate,and/or,1
3,and/or,eliminate,1
3,ellmlnate,task,1
3,task,groups,1
3,groups,where,1
3,where,feasible.,1
3,Th-,The,1
3,attltude,attitude,1
3,of,of,0
3,the,the,0
3,current,current,0
3,OSHA,OSHA,0
3,admlnlstratlon,administration,1
3,was,was,0
3,succlnctly,succinctly,1
3,made,made,0
3,clear,clear,0
3,to,to,0
3,s,us,1
3,by,by,0
3,a,a,0
3,communlcatlon,communication,1
3,whlch,which,1
3,we,we,0
3,recelved,received,1
3,from,from,0
3,Mark,Mark,0
3,"(Iowan,","Cowan,",1
3,the,the,0
3,thehineputy,then-Deputy,1
3,no,"now,",1
3,",",in,1
3,1n,the,1
3,the,OSHA,1
3,OSHA,area,1
3,area,has,1
3,has,an,1
3,an,opportunity,1
3,opportunlty,which,1
3,whlch,may,1
3,may,never,1
3,never,again,1
3,agaln,be,1
3,be,repeated.,1
3,repeated.,The,1
3,The,The,0
3,chance,chance,0
3,to,to,0
3,demonstrate,demonstrate,0
3,concluslvely,conclusively,1
3,that,that,0
3,companles,companies,1
3,slncerely,sincerely,1
3,care,care,0
3,about,about,0
3,thelr,their,1
3,wor,workforce,1
3,force,is,1
3,15,available.,1
3,avaliable.,Should,1
3,Should,this,1
3,thls,opportunity,1
3,opportunlty,be,1
3,be,"missed,",1
3,"mlssed,",or,1
3,or,"worse,",1
3,"worse,",should,1
3,gal,gains,1
3,5,in,1
3,1n,the,1
3,the,safety,1
3,safety,and,1
3,and,health,1
3,health,"area.""",1
3,effurt,effort,1
3,to,to,0
3,minimize,minimize,0
3,the,the,0
3,"tune,","time,",1
3,travel,travel,0
3,and,and,0
3,effort,effort,0
3,requlred,required,1
3,of,of,0
3,the,the,0
3,members,members,0
3,of,of,0
3,your,your,0
3,He,He,0
3,.re,are,1
3,1n,in,1
3,the,the,0
3,process,process,0
3,of,of,0
3,ellmlnatlng,eliminating,1
3,some,some,0
3,task,task,0
3,groups,groups,0
3,and,and,0
3,consolldatlng,consolidating,1
3,others,others,0
3,lln',line,1
3,the,the,0
3,work,work,0
3,of,of,0
3,the,the,0
3,053,OSH,1
3,comklttee,com&ittee,1
3,and,and,0
3,agaln,again,1
3,reduce,reduce,0
3,the,the,0
3,tune,time,1
3,and,and,0
3,travel,travel,0
3,requlred,required,1
3,car,"carcinogens,",1
3,"1nogens,",reproductive,1
3,reproductlve,"hazards,",1
3,"hazards,","respirators,",1
3,"resplrators,",targeting,1
3,targetlng,health,1
3,health,"inspections,",1
3,and,and,0
3,state,state,0
3,and,and,0
3,consunlty.,consunity.,1
3,CMA,CMA,0
3,037975,037976,1
3,age,agencies,1
3,ales,involved,1
3,1nvolved,with,1
3,Hlth,health,1
3,health,and,1
3,and,safety,1
3,safety,"matters,",1
3,"matters,",a,1
3,a,major,1
3,major,theme,1
3,theme,which,1
3,whlch,runs,1
3,thr-ughout,throughout,1
3,our,our,0
3,responses,responses,0
3,and,and,0
3,testlmony,testimony,1
3,related,related,0
3,to,to,0
3,all,all,0
3,OSHA,OSHA,0
3,standards,standards,0
3,and,and,0
3,as,OSHA,1
3,A,to,1
3,to,write,1
3,Hrlte,their,1
3,thelr,standards,1
3,standards,with,1
3,Hlth,the,1
3,the,goals,1
3,goals,and,1
3,and,objectives,1
3,objectlves,"desired,",1
3,"deslred,",the,1
3,gen.ral,general,1
3,processes,processes,0
3,and/or,and/or,0
3,"strategy,","strategy,",0
3,lncludlng,including,1
3,work,work,0
3,practlces,practices,1
3,to,to,0
3,reach,reach,0
3,the,the,0
3,A,A,0
3,m.jor,major,1
3,effort,effort,0
3,has,has,0
3,been,been,0
3,carrled,carried,1
3,out,out,0
3,by,by,0
3,the,the,0
3,Safety,Safety,0
3,Standards,Standards,0
3,Group,Group,0
3,1n,in,1
3,for,for,0
3,OSHA,OSHA,0
3,they,they,0
3,have,have,0
3,used,used,0
3,thls,this,1
3,document,document,0
3,1n,in,1
3,3,a,1
3,training,training,0
3,sesslon,session,1
3,for,for,0
3,standards,standards,0
3,wrlters,writers,1
4,24,24,0
4,CMA,CMA,0
4,039755,038766,1
4,appllcants,applicants,1
4,belng,being,1
4,processed.,processed.,0
4,The,The,0
4,Salvage,Salvage,0
4,Drum,Drum,0
4,Cooperatlve,Cooperative,1
4,program,program,0
4,has,has,0
4,155,156,1
4,members,members,0
4,as,as,0
4,of,of,0
4,"terrltorles,","territories,",1
4,and,and,0
4,Puerto,Puerto,0
4,Rico.,Rico.,0
4,The,The,0
4,program,program,0
4,15,is,1
4,currently,currently,0
4,belng,being,1
4,updated,updated,0
4,and,and,0
4,a,a,0
4,new,new,0
4,prlntlng,printing,1
4,Will,will,1
4,be,be,0
4,lssued,issued,1
4,1n,in,1
4,"February,","February,",0
4,1937.,1987.,1
4,In,In,0
4,December.,"December,",1
4,CHEMTREC,CHEMTREC,0
4,responded,responded,0
4,to,to,0
4,three,three,0
4,1nc1dents,incidents,1
4,1nvolv1ng,involving,1
4,Either,either,1
4,forelgn,foreign,1
4,producers,producers,0
4,or,or,0
4,shlppers.,shippers.,1
4,on,On,1
4,December,December,0
4,"14,","14,",0
4,the,the,0
4,"Suffren,","Suffren,",0
4,New,New,0
4,York,York,0
4,Fire,Fire,0
4,Department,Department,0
4,was,was,0
4,called,called,0
4,to,to,0
4,an,an,0
4,apparent,apparent,0
4,flre,fire,1
4,1n,in,1
4,3,a,1
4,Japanese,Japanese,0
4,restaurant.,restaurant.,0
4,1:,It,1
4,turned,turned,0
4,out,out,0
4,that,that,0
4,a,a,0
4,fumlgant,fumigant,1
4,was,was,0
4,belng,being,1
4,used,used,0
4,to,to,0
4,klll,kill,1
4,1nsects.,insects.,1
4,Flreflghters,Firefighters,1
4,were,were,0
4,exposed,exposed,0
4,to,to,0
4,the,the,0
4,fumes.,fumes.,0
4,Label,Label,0
4,marklngs,markings,1
4,on,on,0
4,word,word,0
4,"""Chugal""","""Chugai""",1
4,"whlch,","which,",1
4,1:,it,1
4,turns,turns,0
4,"out,","out,",0
4,means,means,0
4,"""bug"".","""bug"".",0
4,An,An,0
4,overseas,overseas,0
4,call,call,0
4,to,to,0
4,the,the,0
4,Japanese,Japanese,0
4,producer,producer,0
4,dld,did,1
4,not,not,0
4,yleld,yield,1
4,"results,","results,",0
4,but,but,0
4,the,the,0
4,manufacturer's,manufacturer's,0
4,phone,phone,0
4,number,number,0
4,was,was,0
4,passed,passed,0
4,to,to,0
4,the,the,0
4,flre,fire,1
4,department,department,0
4,for,for,0
4,product,product,0
4,identification,identification,0
4,at,at,0
4,a,a,0
4,later,later,0
4,tune.,time.,1
4,2.,2.,0
4,CHEMNET,CHEMNET,0
4,subscrlbers.,subscribers.,1
4,Vhen,Vhen,0
4,subsldlarles,subsidiaries,1
4,of,of,0
4,members,members,0
4,are,are,0
4,"1ncluded,","included,",1
4,companles,companies,1
4,covered,covered,0
4,by,by,0
4,the,the,0
4,program,program,0
4,total,total,0
4,122.,122.,0
4,appllcatlons,applications,1
4,have,have,0
4,been,been,0
4,recommended,recommended,0
4,to,to,0
4,the,the,0
4,group.,group.,0
4,The,The,0
4,selectlon,selection,1
4,process,process,0
4,should,should,0
4,be,be,0
4,completed,completed,0
4,by,by,0
4,the,the,0
4,end,end,0
4,of,of,0
4,January.,January.,0
4,3.,3.,0
4,Chemlcal,Chemical,1
4,Referral,Referral,0
4,Center,Center,0
4,Worklng,Working,1
4,from,from,0
4,a,a,0
4,computer,computer,0
4,database,database,0
4,that,that,0
4,now,now,0
4,contalns,contains,1
4,product,product,0
4,contlnues,continues,1
4,to,to,0
4,35515:,assist,1
4,approxlmately,approximately,1
4,gun,900,1
4,callers,callers,0
4,per,per,0
4,month.,month.,0
4,Between,Between,0
4,December.,"December,",1
4,"1935,","1985,",1
4,and,and,0
4,December.,"December,",1
4,"1936,","1986,",1
4,the,the,0
4,CR:,CRC,1
4,responded,responded,0
4,to,to,0
4,over,over,0
4,"11,900","11,800",1
4,requests,requests,0
4,from,from,0
4,the,the,0
4,general,general,0
4,publlc,public,1
4,for,for,0
4,nonemergency,nonemergency,0
4,health,health,0
4,and,and,0
4,safety,safety,0
4,The,The,0
4,CRC,CRC,0
4,staff,staff,0
4,have,have,0
4,been,been,0
4,worklng,working,1
4,on,on,0
4,a,a,0
4,report,report,0
4,descrlblng,describing,1
4,the,the,0
4,Center's,Center's,0
4,actlvltles,activities,1
4,durlng,during,1
4,1:5,its,1
4,flrst,first,1
4,year,year,0
4,of,of,0
4,operatlon.,operation.,1
4,Th1:,This,1
4,document,document,0
4,will,will,0
4,be,be,0
4,dlstrlbuted,distributed,1
4,to,to,0
4,the,the,0
4,2am,280,1
4,chemlcal,chemical,1
4,companles,companies,1
4,currently,currently,0
4,partlclpatlng,participating,1
4,1n,in,1
4,the,the,0
4,cue.,CRC.,1
4,Emergency,Emergency,0
4,Response,Response,0
4,Training,Training,0
4,response,response,0
4,personnel,personnel,0
4,1n,in,1
4,the,the,0
4,publlc,public,1
4,sector.,sector.,0
4,These,These,0
4,programs,programs,0
4,have,have,0
4,been,been,0
4,shown,shown,0
4,to,to,0
4,more,more,0
4,than,than,0
4,"129,000","128,000",1
4,emergency,emergency,0
4,responders.,responders.,0
4,There,There,0
4,are,are,0
4,fourteen,fourteen,0
4,programs,programs,0
4,1n,in,1
4,the,the,0
4,llbrary,library,1
4,and,and,0
4,we,we,0
4,have,have,0
4,1dent1£1ed,identified,1
4,several,several,0
4,new,new,0
4,programs,programs,0
4,that,that,0
4,Will,will,1
4,be,be,0
4,added.,added.,0
4,25,25,0
4,CMA,CMA,0
4,039757,038767,1
4,program,program,0
4,1n,in,1
4,the,the,0
4,llbrary,library,1
4,15,is,1
4,5:111,still,1
4,"""Flrst","""First",1
4,on,on,0
4,the,the,0
4,"Scene,""","Scene,""",0
4,the,the,0
4,flrst,first,1
4,Copies,copies,1
4,have,have,0
4,been,been,0
4,borrowed,borrowed,0
4,from,from,0
4,the,the,0
4,llbrary,library,1
4,and,and,0
4,over,over,0
4,"3,200","3,200",0
4,Copies,copies,1
4,have,have,0
4,been,been,0
4,dlstrlbuted,distributed,1
4,free,free,0
4,or,or,0
4,sold,sold,0
4,at,at,0
4,the,the,0
4,cost,cost,0
4,of,of,0
4,reproduclng,reproducing,1
4,the,the,0
4,tape.,tape.,0
4,The,The,0
4,Canadlan,Canadian,1
4,Center,Center,0
4,for,for,0
4,Dccupatlonal,Occupational,1
4,Safety,Safety,0
4,and,and,0
4,Health,Health,0
4,15,is,1
4,plannlng,planning,1
4,to,to,0
4,convert,convert,0
4,the,the,0
4,tape,tape,0
4,1nto,into,1
4,French,French,0
4,and,and,0
4,dlstrlbute,distribute,1
4,1:,it,1
4,1n,in,1
4,Canada.,Canada.,0
4,3,a,1
4,Hazardous,Hazardous,0
4,Materlals,Materials,1
4,"Incldent""","Incident""",1
4,should,should,0
4,be,be,0
4,ready,ready,0
4,for,for,0
4,dlstrlbutlon,distribution,1
4,at,at,0
4,the,the,0
4,end,end,0
4,of,of,0
4,January.,January.,0
4,Th1:,This,1
4,program,program,0
4,stresses,stresses,0
4,the,the,0
4,need,need,0
4,for,for,0
4,preplannlng;,preplanning;,1
4,establlshlng,establishing,1
4,who,who,0
4,1:,is,1
4,1n,in,1
4,charge,charge,0
4,and,and,0
4,the,the,0
4,Varlous,various,1
4,roles,roles,0
4,of,of,0
4,the,the,0
4,responders;,responders;,0
4,identifying,identifying,0
4,sources,sources,0
4,of,of,0
4,"asslstance,","assistance,",1
4,and,and,0
4,how,how,0
4,to,to,0
4,actlvate,activate,1
4,them;,them;,0
4,the,the,0
4,need,need,0
4,Critique.,critique.,1
4,These,These,0
4,points,points,0
4,are,are,0
4,demonstrated,demonstrated,0
4,1n,in,1
4,3,a,1
4,scenarlo,scenario,1
4,1nvolv1ng,involving,1
4,an,an,0
4,overturned,overturned,0
4,tank,tank,0
4,truck,truck,0
4,that,that,0
4,15,is,1
4,leaklng,leaking,1
4,a,a,0
4,flammable,flammable,0
4,polsonous,poisonous,1
4,materlal.,material.,1
4,The,The,0
4,scenarlo,scenario,1
4,takes,takes,0
4,you,you,0
4,through,through,0
4,each,each,0
4,phase,phase,0
4,of,of,0
4,the,the,0
4,1nc1dent,incident,1
4,from,from,0
4,the,the,0
4,tune,time,1
4,1:,it,1
4,happened,happened,0
4,through,through,0
4,cleanup,cleanup,0
4,and,and,0
4,the,the,0
4,Critique.,critique.,1
4,1:,It,1
4,Will,will,1
4,be,be,0
4,an,an,0
4,excellent,excellent,0
4,sequel,sequel,0
4,to,to,0
4,"""Flrst","""First",1
4,on,on,0
4,the,the,0
4,"Scene.""","Scene.""",0
4,The,The,0
4,second,second,0
4,Standard,Standard,0
4,Phraseology,Phraseology,0
4,"Manual,","Manual,",0
4,on,on,0
4,all,all,0
4,types,types,0
4,of,of,0
4,packaglngs,packagings,1
4,used,used,0
4,to,to,0
4,transport,transport,0
4,"chemlcals,","chemicals,",1
4,1:,is,1
4,1n,in,1
4,the,the,0
4,flnal,final,1
4,revlew,review,1
4,process.,process.,0
4,The,The,0
4,manual,manual,0
4,should,should,0
4,be,be,0
4,avaliable,available,1
4,for,for,0
4,dlstrlbutlon,distribution,1
4,1n,in,1
4,the,the,0
4,Sprlng,Spring,1
4,of,of,0
4,1937.,1987.,1
4,K.,K.,0
4,Internatlonal,International,1
4,Regulatory,Regulatory,0
4,Issues,Issues,0
4,(Health.,(Health.,0
4,Safety,Safety,0
4,and,and,0
4,"Envlronment""",Environment^,1
4,1.,1.,0
4,Internatlonal,International,1
4,Drganlzatlons,Organizations,1
4,Dlrector,Director,1
4,of,of,0
4,the,the,0
4,New,New,0
4,York,York,0
4,offlce,office,1
4,of,of,0
4,the,the,0
4,Unlted,United,1
4,Natlons,Nations,1
4,Envlronment,Environment,1
4,1nternatlonal,international,1
4,conventlons,conventions,1
4,almed,aimed,1
4,at,at,0
4,avoiding,avoiding,0
4,chemlcal,chemical,1
4,accldents,accidents,1
4,(such,(such,0
4,Executlve,Executive,1
4,Dlrector,Director,1
4,of,of,0
4,UNEP.,"UNEP,",1
4,outllnlng,outlining,1
4,CMA'S,CMA's,1
4,CAER,CAER,0
4,program,program,0
4,and,and,0
4,CMA'S,CMA's,1
4,expertlse,expertise,1
4,1n,in,1
4,craftlng,crafting,1
4,workable,workable,0
4,communlty,community,1
4,awareness,awareness,0
4,programs.,programs.,0
4,Councll,Council,1
4,for,for,0
4,Internatlonal,International,1
4,Buslness/Buslness,Business/Business,1
4,and,and,0
4,Industry,Industry,0
4,Advlsory,Advisory,1
4,Hill,will,1
4,1nclude,include,1
4,ministerial,ministerial,0
4,level,level,0
4,partlclpants,participants,1
4,"(e.g.,","(e.g.,",0
4,EPA,EPA,0
4,Admlnlstrator,Administrator,1
4,Lee,Lee,0
4,Thomas),Thomas),0
4,and,and,0
4,will,will,0
4,focus,focus,0
4,on,on,0
4,regulatory,regulatory,0
4,programs,programs,0
4,for,for,0
4,exlstlng,existing,1
4,January.,January.,0
4,2.,2.,0
4,Internatlonal,International,1
4,Regulatlons,Regulations,1
4,Labellng.,Labeling.,1
4,The,The,0
4,v.5.,U.S.,1
4,Trade,Trade,0
4,Representatlve,Representative,1
4,will,will,0
4,host,host,0
4,the,the,0
4,second,second,0
4,bllateral,bilateral,1
4,technlcal,technical,1
4,dlscusslons,discussions,1
4,between,between,0
4,the,the,0
4,Commlsslon,Commission,1
4,of,of,0
4,the,the,0
4,European,European,0
4,Communlty,Community,1
4,and,and,0
4,the,the,0
4,v.5.,U.S.,1
4,Government,Government,0
4,January,January,0
4,20721,20-21,1
4,1n,in,1
4,Washlngton.,Washington.,1
4,The,The,0
4,25,26,1
4,and,and,0
4,European,European,0
4,Councll,Council,1
4,of,of,0
4,Chemlcal,Chemical,1
4,Manufacturers,Manufacturers,0
4,Federatlons,Federations,1
4,(CEFIC7,(CEFIC),1
4,paper,paper,0
4,on,on,0
4,The,The,0
4,Identlflcatlon,Identification,1
4,and,and,0
4,Classlflcatlon,Classification,1
4,of,of,0
4,"Carclnogens,","Carcinogens,",1
4,Mutagens,Mutagens,0
4,and,and,0
4,Teratogens,Teratogens,0
4,Will,will,1
4,be,be,0
4,publlshed,published,1
4,1n,in,1
4,the,the,0
4,"March,","March,",0
4,"1997,","1987,",1
4,lssue,issue,1
4,of,of,0
4,Regulatory,Regulatory,0
4,Pharmacology,Pharmacology,0
4,and,and,0
4,Toxlcology.,Toxicology.,1
4,The,The,0
4,crlterla,criteria,1
4,paper,paper,0
4,15,is,1
4,galnlng,gaining,1
4,1nternatlonal,international,1
4,acceptance,acceptance,0
4,as,as,0
4,the,the,0
4,approprlate,appropriate,1
4,methodology,methodology,0
4,for,for,0
4,classlflcatlon,classification,1
4,of,of,0
4,potentlal,potential,1
4,health,health,0
4,hazards.,hazards.,0
4,The,The,0
4,revlsed,revised,1
4,ANSI,ANSI,0
4,labellng,labeling,1
4,contaln,contain,1
4,the,the,0
4,crlterla,criteria,1
4,paper,paper,0
4,as,as,0
4,an,an,0
4,appendlx.,appendix.,1
4,to,to,0
4,the,the,0
4,v.5.,U.S.,1
4,Department,Department,0
4,of,of,0
4,State,State,0
4,relteratlng,reiterating,1
4,1ndustry's,industry's,1
4,problems,problems,0
4,Hlth,with,1
4,the,the,0
4,Unlted,United,1
4,Natlons,Nations,1
4,scicalled,so-called,1
4,"""Consolldated","""Consolidated",1
4,"Llst""","List""",1
4,of,of,0
4,banned,banned,0
4,or,or,0
4,severely,severely,0
4,restrlcted,restricted,1
4,chemlcal,chemical,1
4,substances.,substances.,0
4,The,The,0
4,115:,list,1
4,complles,compiles,1
4,regulatory,regulatory,0
4,shown,shown,0
4,to,to,0
4,contaln,contain,1
4,Significant,significant,1
4,errors.,errors.,0
4,The,The,0
4,mlstakes,mistakes,1
4,may,may,0
4,well,well,0
4,result,result,0
4,1n,in,1
4,Department,Department,0
4,of,of,0
4,State,State,0
4,to,to,0
4,ensure,ensure,0
4,that,that,0
4,the,the,0
4,crlterla,criteria,1
4,for,for,0
4,1dentlfy1ng,identifying,1
4,applled.,applied.,1
4,Internatlonal,International,1
4,Trade/Internatlonal,Trade/International,1
4,Competltlveness,Competitiveness,1
4,1.,1.,0
4,Congresslonal,Congressional,1
4,Developments,Developments,0
4,and,and,0
4,Response,Response,0
4,Omnlbus,Omnibus,1
4,Trade,Trade,0
4,Law.,Law.,0
4,Leaders,Leaders,0
4,of,of,0
4,both,both,0
4,Houses,Houses,0
4,of,of,0
4,Congress,Congress,0
4,say,say,0
4,1937.,1987.,1
4,That,That,0
4,may,may,0
4,be,be,0
4,a,a,0
4,Very,very,1
4,ambltlous,ambitious,1
4,goal.,goal.,0
4,Extenslve,Extensive,1
4,hearlngs,hearings,1
4,were,were,0
4,held,held,0
4,1n,in,1
4,the,the,0
4,House,House,0
4,of,of,0
4,Representatlves,Representatives,1
4,durlng,during,1
4,the,the,0
4,last,last,0
4,"Congress,","Congress,",0
4,Admlnlstratlon,Administration,1
4,promlsed,promised,1
4,to,to,0
4,Veto.,veto.,1
4,Whlle,While,1
4,the,the,0
4,hearlngs,hearings,1
4,on,on,0
4,the,the,0
4,Senate,Senate,0
4,slde,side,1
4,were,were,0
4,also,also,0
4,"numerous,","numerous,",0
4,the,the,0
4,Flnance,Finance,1
4,Commlttee,Committee,1
4,falled,failed,1
4,to,to,0
4,report,report,0
4,a,a,0
4,Congress,Congress,0
4,Hlth,with,1
4,control,control,0
4,of,of,0
4,the,the,0
4,Senate,Senate,0
4,back,back,0
4,to,to,0
4,the,the,0
4,Democratlc,Democratic,1
4,Party.,Party.,0
4,Over,Over,0
4,the,the,0
4,last,last,0
4,"year,","year,",0
4,CMA'S,CMA's,1
4,Internatlonal,International,1
4,Trade,Trade,0
4,Commlttee,Committee,1
4,(ITcy,(ITC),1
4,has,has,0
4,"Consequently,","Consequently,",0
4,CMA,CMA,0
4,1:,is,1
4,1n,in,1
4,an,an,0
4,excellent,excellent,0
4,posltlon,position,1
4,to,to,0
4,react,react,0
4,to,to,0
4,leglslatlve,legislative,1
4,CMA,CMA,0
4,15,is,1
4,contlnulng,continuing,1
4,1:5,its,1
4,lobbylng,lobbying,1
4,efforts,efforts,0
4,on,on,0
4,trade,trade,0
4,matters,matters,0
4,through,through,0
4,Coalltlon,coalition,1
4,known,known,0
4,as,as,0
4,the,the,0
4,Offlce,Office,1
4,of,of,0
4,the,the,0
4,Chemlcal,Chemical,1
4,Industry,Industry,0
4,Trade,Trade,0
4,Advlsor,Advisor,1
4,27,27,0
4,CMA,CMA,0
4,039759,038769,1
4,ltems,items,1
4,from,from,0
4,tarlff,tariff,1
4,reductlon,reduction,1
4,conslderatlons.,considerations.,1
4,omnlbus,omnibus,1
4,trade,trade,0
4,"b111,","bill,",1
4,1:,it,1
4,also,also,0
4,falled,failed,1
4,to,to,0
4,give,give,0
4,flnal,final,1
4,passage,passage,0
4,to,to,0
4,the,the,0
4,numerous,numerous,0
4,mlscellaneous,miscellaneous,1
4,trade,trade,0
4,and,and,0
4,tarlff,tariff,1
4,measures,measures,0
4,whlch,which,1
4,provlde,provide,1
4,for,for,0
4,temporary,temporary,0
4,reductlons,reductions,1
4,or,or,0
4,suspenslons,suspensions,1
4,of,of,0
4,duty,duty,0
4,on,on,0
4,speclfled,specified,1
4,ltems.,items.,1
4,"soCMA,","SOCMA,",1
4,also,also,0
4,a,a,0
4,member,member,0
4,of,of,0
4,DCITA.,"OCITA,",1
4,15,is,1
4,attemptlng,attempting,1
4,to,to,0
4,have,have,0
4,leglslatlon,legislation,1
4,1ntroduced,introduced,1
4,whlch,which,1
4,would,would,0
4,allow,allow,0
4,for,for,0
4,temporary,temporary,0
4,duty,duty,0
4,suspenslon,suspension,1
4,matters,matters,0
4,to,to,0
4,proceed,proceed,0
4,admlnlstratlvely.,administratively.,1
4,The,The,0
4,ITC,ITC,0
4,15,is,1
4,currently,currently,0
4,examlnlng,examining,1
4,thls,this,1
4,lssue,issue,1
4,1n1tlatlve.,initiative.,1
4,2.,2.,0
4,Internatlonal,International,1
4,Negotlatlons/Agreements,Negotiations/Agreements,1
4,Tarlff,Tariff,1
4,Negotlatlons.,Negotiations.,1
4,The,The,0
4,next,next,0
4,round,round,0
4,of,of,0
4,multllateral,multilateral,1
4,trade,trade,0
4,and,and,0
4,Tarlffs,Tariffs,1
4,(GATT),(GATT),0
4,met,met,0
4,1n,in,1
4,Uruguay,Uruguay,0
4,1n,in,1
4,"September,","September,",0
4,"1935,","1986,",1
4,they,they,0
4,agreed,agreed,0
4,Hlth,with,1
4,great,great,0
4,dlfflculty,difficulty,1
4,on,on,0
4,an,an,0
4,agenda,agenda,0
4,for,for,0
4,the,the,0
4,negotlatlons.,negotiations.,1
4,The,The,0
4,last,last,0
4,"MTN,","MTN,",0
4,known,known,0
4,as,as,0
4,the,the,0
4,Tokyo,Tokyo,0
4,"Round,","Round,",0
4,resulted,resulted,0
4,1n,in,1
4,staged,staged,0
4,reductlons,reductions,1
4,of,of,0
4,tarlffs,tariffs,1
4,Whlle,While,1
4,there,there,0
4,15,is,1
4,no,no,0
4,certalnty,certainty,1
4,on,on,0
4,how,how,0
4,long,long,0
4,the,the,0
4,negotlatlons,negotiations,1
4,Hill,will,1
4,"contlnuE,","continue,",1
4,the,the,0
4,Unlted,United,1
4,States,States,0
4,15,is,1
4,hopeful,hopeful,0
4,that,that,0
4,some,some,0
4,agreements,agreements,0
4,can,can,0
4,be,be,0
4,reached,reached,0
4,Within,within,1
4,the,the,0
4,next,next,0
4,few,few,0
4,years.,years.,0
4,The,The,0
4,possibility,possibility,0
4,of,of,0
4,such,such,0
4,a,a,0
4,rapid,rapid,0
4,agreement,agreement,0
4,may,may,0
4,be,be,0
4,optlmlstlc.,optimistic.,1
4,"Tradltlonally,","Traditionally,",1
4,MTN,MTN,0
4,rounds,rounds,0
4,have,have,0
4,been,been,0
4,extremely,extremely,0
4,lengthy,lengthy,0
4,processes.,processes.,0
4,the,the,0
4,danger,danger,0
4,of,of,0
4,loslng,losing,1
4,1nterest,interest,1
4,1n,in,1
4,3,a,1
4,process,process,0
4,whlch,which,1
4,Hill,will,1
4,profoundly,profoundly,0
4,affect,affect,0
4,thelr,their,1
4,dally,daily,1
4,operatlons.,operations.,1
4,The,The,0
4,Internatlonal,International,1
4,Trade,Trade,0
4,Commlttee,Committee,1
4,approprlate,appropriate,1
4,level.,level.,0
4,the,the,0
4,process,process,0
4,of,of,0
4,the,the,0
4,negotlatlons,negotiations,1
4,and,and,0
4,the,the,0
4,expected,expected,0
4,agendas,agendas,0
4,that,that,0
4,the,the,0
4,currently,currently,0
4,contemplatlng,contemplating,1
4,the,the,0
4,formatlon,formation,1
4,of,of,0
4,a,a,0
4,115:,list,1
4,of,of,0
4,chemlcals,chemicals,1
4,that,that,0
4,the,the,0
4,import,import,0
4,sensltlvlty.,sensitivity.,1
4,In,In,0
4,"addltlon,","addition,",1
4,a,a,0
4,115:,list,1
4,of,of,0
4,objectlves,objectives,1
4,sought,sought,0
4,by,by,0
4,the,the,0
4,overtures,overtures,0
4,made,made,0
4,to,to,0
4,the,the,0
4,1ndustry,industry,1
4,by,by,0
4,the,the,0
4,Offlce,Office,1
4,of,of,0
4,the,the,0
4,v.5.,U.S.,1
4,Trade,Trade,0
4,Representatlve,Representative,1
4,and,and,0
4,the,the,0
4,Department,Department,0
4,of,of,0
4,Conanerce.,Conanerce.,0
4,3.,3.,0
4,Legal,Legal,0
4,Praishlpment,Pre-Shipment,1
4,Inspectlon,Inspection,1
4,and,and,0
4,Customs,Customs,0
4,Valuatlon,Valuation,1
4,Procedures,Procedures,0
4,Conducted,Conducted,0
4,by,by,0
4,Prlvate,Private,1
4,Companles,Companies,1
4,on,on,0
4,Behalf,Behalf,0
4,of,of,0
4,Forelgn,Foreign,1
4,Governments.,Governments.,0
4,In,In,0
4,a,a,0
4,Sectlon,Section,1
4,301,301,0
4,trade,trade,0
4,remedy,remedy,0
4,petition,petition,0
4,ﬁlled,filed,1
4,by,by,0
4,representatlves,representatives,1
4,of,of,0
4,v.5.,U.S.,1
4,1ndustry.,industry.,1
4,Th1:,This,1
4,petition,petition,0
4,contested,contested,0
4,the,the,0
4,"quallty,","quality,",1
4,"quantlty,","quantity,",1
4,and,and,0
4,price,price,0
4,inspectlons,inspections,1
4,conducted,conducted,0
4,1n,in,1
4,the,the,0
4,Unlted,United,1
4,States,States,0
4,by,by,0
4,prlvate,private,1
4,praishlpment,pre-shipment,1
4,1nspectlon,inspection,1
4,companles,companies,1
4,that,that,0
4,act,act,0
4,as,as,0
4,agents,agents,0
4,for,for,0
4,governments,governments,0
4,of,of,0
4,29,28,1
4,CMA,CMA,0
4,039770,038770,1
4,exporter's,exporter's,0
4,price,price,0
4,and,and,0
4,change,change,0
4,the,the,0
4,value,value,0
4,of,of,0
4,the,the,0
4,goods,goods,0
4,for,for,0
4,Customs,Customs,0
4,purposes,purposes,0
4,1n,in,1
4,the,the,0
4,importing,importing,0
4,country,country,0
4,before,before,0
4,clearlng,clearing,1
4,them,them,0
4,for,for,0
4,shlpment.,shipment.,1
4,Moreover.,"Moreover,",1
4,1n,in,1
4,conductlng,conducting,1
4,thelr,their,1
